,comentario,machista,fuenteURL,titulo,tipoFuente,nombreMedio,generoProtagonista,numeroProtagonista,ambito,numeroComentarios,tematica,delete,fuenteID
3776,"Mi empresa está 20 km de Portugal (salario mínimo 600€/mes). Allí hay empresas que fabrican lo mismo que yo. Antes competía con ellos y con los franceses (en Francia la electricidad es muy barata con sus 80 centrales nucleares). Ahora, con la subida de salario, ya no puedo competir ¿ qué hago? Cierro? Me marcho a fabricar a Portugal??? Necesito una solución urgente!!!",0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3777,"20 euros de subida para el empresario suponen unos 25 euros mas a pagar en total entre sueldo y seguro sociales, pero la empresa no va a ganar 25 euros mas por trabajadore ganara lo mismo.. una empresa de 10 trabajadores son 250 euros mas de gastos pero sin aumentar los ingresos. ¿cuanto tiempo aguantara el emrpesario hasta que empiece a despedir gente y que los que queden hagan el trabajo de todos los anteriores o directamente cierre el negocio??.",0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3778,"Tengo una amiga peluquera, que con la subida de salario mínimo despidio a una de sus 3 empleadas. Dice que no le da. Antes ganaba ella limpios1.400€ (después de alquiler del local, luz agua , impuestos, tasa, salarios de las empleadas, ...). Pero si sube 200 a cada una la quedaban limpios 800, o sea, menos que a sus empleadas. Ahora vas y se lo explicas a la que se va al paro!!! Por cierto, en ese pueblo los alquileres están en 300€ , y esa empleada que que se va al paro dice que el PSOE la ha jodido la vida. Con sus ingresos fijos+ propinas y los 1.200 de su pareja (dos mil y pico entre los 2). O sea, esto a perjudicado a la peluquera, a toda la familia de la empleada, a los clientes de la peluquería, a hacienda (uno menos a pagar impuestos) y a la seguridad social (uno menos a cotizar y uno más a cobrar el paro). Ahora haz tu las cuentas!!! Sólo es sumar!!! Como esta, son el 80% de empresas en España!!.",0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3779,El PSOE en su línea!!! Dando más derechos a los que YA TIENEN TRABAJO!!! ... y jodiendo a los 4 millones que están en paro...que son los que de verdad están en precario!!!,0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3780,Otra lumbrera de menestro,0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3781,Monta una empresa y da trabajo...verás que risa campeón...,0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3782,"""Escrivá dice que el SMI impacta moderadamente sobre el empleo"" Este tipo ha dicho esta misma mañana que el alza del precio en la factura de la luz se debe a que la gente está gastando más...y se ha quedado tan ancho...",0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3783,Miente más que habla y lo peor es que el lo sabe.,0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3784,El Garañón solo firma si se lleva las uñas negras.,0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3785,EL SMI DEBE BAJAR UN 20%,0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3786,¿De donde sacas estas falsas noticias? De banco de españa? Del f.m.i.? De los terratenientes que buscan regresar al derecho de pernada?,0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3787,"Tanto cuento,tanta historia,tantas reuniones y comilonas con buenos vinos y solomillos para decidir si a los obreros se les sube el sueldo cincuenta o sesenta centimos al dia. La descomunal, la estratosférica diferencia entre los millonarios sueldos de las clases dominantes (politicos) y las esclavizadas se mantienen ferreamente.",0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3788,Debería estar penado estas traiciones a España para blanquear a personaje tan dañino para la gente con es Sánchez...,0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3789,Gracias Escrivá. Cuando nos llegue la carta de despido pensaremos que nos han despedido moderadamente.,0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3790,"Moderadamente, no, Escrivá: cada euro de subida son mil empleos lo que cuesta.",0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3791,cuanto sube el SMI??? jajajjajajajaja,0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3792,"Que le digan lo poco que impacta la subida del SNI, a las más de 159.000 personas que perdieron su puesto de trabajo tras la subida anterior.",0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3793,"No es solo subirle el sueldo, sino que se le sube la cotizacion y demas impuestos.",0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3794,"Vale, aceptamos 20 euros como algo moderado. Rebajemos pues unos ""moderados"" 20 euros del próximo IBI, impuesto de circulación, residuos, IRPF, ...",0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3795,"Escrivá, esas milongas cuéntaselas a un agricultor que recoge melones que luego cuestan 70 céntimos el kilo en el súper. Naturalmente los del IBEX están en primera fila aplaudiéndote, porque a ellos no le afecta esa subida del SMI y si les afecta se lo compensas por otro lado. Que ya nos conocemos.",0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3796,"El inutil Escriva, trata mejor a inmigrantes afganos que a los españoles que llevan mas de 40 años cotizando, malditos progres mentirosos en defensa del debil, jamas volvere a votaros.",0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3797,"... y como vamos sobraos de empleo pues da lo mismo, que se lo diga a los que mañana se queden sin trabajo gracias a eso, a ver si les hace gracia o no.",0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3798,"las empresas son quienes deben soportar las subidas del SMI pero quejarse de que 20 euros de subida de un salario de 950 es indecente...si dicen que van a la quiebra por eso, mienten o ya estaban en la quiebra...sean del sector que sean las empresas, siempre repercuten en sus productos o servicios un coste 10 superior a los gastos de los que tanto se quejan",0,https://www.elmundo.es/economia/2021/09/08/6138960121efa0855a8b45b2.html,Escrivá dice que el SMI impacta moderadamente sobre el empleo y abrirá negociación de ERTE la próxima semana,periódico,elmundo,hombre,mixto,profesional,41.0,economía;empleo;política; economía,,E14
3799,"Ella sabia lo que hacia, no se ve en las fotos una cara de sufrimiento. Pero como siempre el dinero cura todas los ""traumas"".",1,https://www.elmundo.es/loc/casa-real/2021/09/11/613c9e3efdddff381f8b4571.html,Los abogados de príncipe Andrés ya tienen la citación judicial por el caso de abuso sexual,periódico,elmundo,hombre,individual,personal,4.0,casa real; abuso sexual,,E1
3800,"El típico discurso machirulo de culpar a la víctima... Es la misma lógica argumentativa de quienes, en los casos de violación, salen a preguntar si la mujer se vestía de forma provocativa, si tenía la falda muy corta, si iba sola por la vía pública, si andaba por una zona segura, etc. Culpar a la víctima es la estrategia de los victimarios y de los perversos. Le recomiendo que se informe de los distintos casos de cómo el tal Epstein y su ""socia"" ""reclutaban"" adolescentes y cómo parece que orquestaban los abusos, los cuales siempre empiezan estableciendo una relación de dominio psicológico con las víctimas (la mayoría menores) y cómo se aprovechan de eso. Y además le recomiendo que use la sesera! Si a usted le entran en su casa, le violan a su hija y le roban sus pertenencias, le gustaría que le empezaran a cuestionar por haber dejado la puerta sin llave, por hacer ostentación de sus bienes, por tener una hija que usa minifalda, etc.???? Piense, hijo!",D,https://www.elmundo.es/loc/casa-real/2021/09/11/613c9e3efdddff381f8b4571.html,Los abogados de príncipe Andrés ya tienen la citación judicial por el caso de abuso sexual,periódico,elmundo,hombre,individual,personal,4.0,casa real; abuso sexual,,E1
3801,"Bueno, quizas lo primero es pensar que hace una muchacha ""inocente"" de 17 años en ese mundillo. Esta claro que los hombres de esas ""fiestas"" eran bastante depravados pero hay mas preguntas ¿informaban a las chicas de lo que iban a hacer ? ¿Estaban de acuerdo con ese contrato? ¿Como pagaban sus servicios? Etc..... Una niña/mujer de 17 años sabe y comprende muy bien, por cierto ¿Que sabian sus padres de todo esto?, cargar tintas sobre una parte del contrato no es lo más justo, no hablamos de niñas de 12 años que se prostituyen en Africa por 1 dolar ¿verdad?",C,https://www.elmundo.es/loc/casa-real/2021/09/11/613c9e3efdddff381f8b4571.html,Los abogados de príncipe Andrés ya tienen la citación judicial por el caso de abuso sexual,periódico,elmundo,hombre,individual,personal,4.0,casa real; abuso sexual,,E1
3802,"Quienes y dónde han educado a este depredador..?? Este canalla se ha criado bajo la influencia de la familia real inglesa..!! Pues deberían dimitir toda la familia, ya pueden tocar la trompeta y la pandereta en su ""honor"" no es honor lo que acreditan, si no más bien hipocresía, soberbia, y absoluta falta de vergüenza.",0,https://www.elmundo.es/loc/casa-real/2021/09/11/613c9e3efdddff381f8b4571.html,Los abogados de príncipe Andrés ya tienen la citación judicial por el caso de abuso sexual,periódico,elmundo,hombre,individual,personal,4.0,casa real; abuso sexual,,E1
3803,"si le meten una toña y se tiene que quedar ahí trabajando, haría un favor a más de uno Responder",0,https://www.marca.com/tiramillas/television/2021/09/02/6130727122601da10a8b4600.html?intcmp=MNOT23801&s_kw=2,"El Hormiguero: Así boxea Pablo Motos: ""Qué difícil y qué bonito es el boxeo""",periódico,marca,hombre,individual,mixto,6.0,marca;el hormiguero;tv; deporte,,M5
3804,"Broncano es mucho mejor presentador, le da mil vueltas a este ciclado.",0,https://www.marca.com/tiramillas/television/2021/09/02/6130727122601da10a8b4600.html?intcmp=MNOT23801&s_kw=2,"El Hormiguero: Así boxea Pablo Motos: ""Qué difícil y qué bonito es el boxeo""",periódico,marca,hombre,individual,mixto,6.0,marca;el hormiguero;tv; deporte,,M5
3805,Es igual a Koksal baba...,0,https://www.marca.com/tiramillas/television/2021/09/02/6130727122601da10a8b4600.html?intcmp=MNOT23801&s_kw=2,"El Hormiguero: Así boxea Pablo Motos: ""Qué difícil y qué bonito es el boxeo""",periódico,marca,hombre,individual,mixto,6.0,marca;el hormiguero;tv; deporte,,M5
3806,"En cuanto a lo de nochevieja, se sabe si va a pedir cobrar lo mismo que Chicote????. Por el tema de la igualdad digo....",C,https://www.elmundo.es/loc/famosos/2021/07/06/60e2eb66e4d4d83c128b4636.html,"Cristina Pedroche: ""La finalidad de una mujer, por lo menos en mi caso, no es ser madre. Es una opción""",periódico,elmundo,mujer,individual,personal,34.0,famosos;entrevista;tv;maternidad,,E11
